key,scroll,wrap,area_cm2,verdict,mean_range,median_range,flat_frac,tiles,pct
PHerc0800__z15872_w020,PHerc0800,w020,1.63,parcial,21.904478391011555,20.499290466308594,0.0,24,0.3315789473684211
PHerc0800__z5664_w080,PHerc0800,w080,6.98,,21.8460636138916,20.93698501586914,0.0,24,0.32105263157894737
PHerc0800__z8064_w020,PHerc0800,w020,1.69,reprova,21.84413464864095,19.930469512939453,0.0,24,0.3105263157894737
PHerc0800__z7472_w060,PHerc0800,w060,5.27,,21.792122681935627,18.66436004638672,0.0,24,0.3
PHerc0800__z16464_w020,PHerc0800,w020,1.58,aprova,21.758055369059246,20.625648498535156,0.0,24,0.2894736842105263
PHerc0800__z13472_w040,PHerc0800,w040,3.8,,21.742502848307293,22.711280822753906,0.0,24,0.27894736842105267
PHerc0800__z7472_w080,PHerc0800,w080,6.83,,21.702180862426758,21.427165985107422,0.0,24,0.26842105263157895
PHerc0800__z14064_w040,PHerc0800,w040,3.8,,21.604174931844074,21.056983947753906,0.0,24,0.2578947368421053
PHerc0800__z14064_w080,PHerc0800,w080,7.33,,21.49203936258952,21.437271118164062,0.0,24,0.24736842105263157
PHerc0800__z15264_w040,PHerc0800,w040,3.51,,21.33786900838216,20.196056365966797,0.0,24,0.23684210526315788
PHerc0800__z12864_w020,PHerc0800,w020,1.87,,21.10261631011963,18.553600311279297,0.0,24,0.2263157894736842
PHerc0800__z12864_w060,PHerc0800,w060,5.47,,21.076881726582844,21.567646026611328,0.0,24,0.2157894736842105
PHerc0800__z17072_w100,PHerc0800,w100,8.25,reprova,20.79869778951009,18.254131317138672,0.0,24,0.20526315789473684
PHerc0800__z7472_w100,PHerc0800,w100,8.36,,20.75721836090088,21.127979278564453,0.0,24,0.19473684210526315
PHerc0800__z15872_w060,PHerc0800,w060,5.33,,20.73350779215495,20.778522491455078,0.0,24,0.18421052631578946
PHerc0800__z6864_w020,PHerc0800,w020,1.78,parcial,20.696093559265137,18.79422378540039,0.0,24,0.17368421052631577
PHerc0800__z17072_w080,PHerc0800,w080,6.67,reprova,20.54740873972575,19.644519805908203,0.0,24,0.16315789473684209
PHerc0800__z12272_w100,PHerc0800,w100,8.84,,20.288297812143963,16.863399505615234,0.0,24,0.1526315789473684
PHerc0800__z15264_w060,PHerc0800,w060,5.04,,20.22782834370931,18.801624298095703,0.0,24,0.14210526315789473
PHerc0800__z17072_w060,PHerc0800,w060,4.76,,20.161006927490234,20.102031707763672,0.0,24,0.13157894736842105
PHerc0800__z12864_w080,PHerc0800,w080,7.11,,20.05667273203532,18.409751892089844,0.0,24,0.12105263157894737
PHerc0800__z8064_w080,PHerc0800,w080,6.72,,20.03203773498535,20.28445053100586,0.0,24,0.11052631578947368
PHerc0800__z6864_w040,PHerc0800,w040,3.71,,19.994947751363117,20.646194458007812,0.0,24,0.1
PHerc0800__z14672_w040,PHerc0800,w040,3.57,,19.780861218770344,20.208805084228516,0.0,24,0.08947368421052632
PHerc0800__z15872_w080,PHerc0800,w080,7.19,,19.761064847310383,19.117679595947266,0.0,24,0.07894736842105263
PHerc0800__z14672_w080,PHerc0800,w080,6.88,,19.460135142008465,16.845897674560547,0.0,24,0.06842105263157895
PHerc0800__z7472_w040,PHerc0800,w040,3.37,,19.415772438049316,19.81734848022461,0.0,24,0.05789473684210526
PHerc0800__z15264_w080,PHerc0800,w080,6.97,,18.728968620300293,14.851978302001953,0.0,24,0.04736842105263158
PHerc0800__z8064_w040,PHerc0800,w040,3.37,,18.158533096313477,17.420101165771484,0.0,24,0.0368421052631579
PHerc0800__z14672_w060,PHerc0800,w060,5.13,,17.916124661763508,18.164569854736328,0.0,24,0.02631578947368421
PHerc0800__z13472_w080,PHerc0800,w080,7.27,,17.796746571858723,16.111751556396484,0.0,24,0.015789473684210527
PHerc0800__z6864_w100,PHerc0800,w100,8.53,,17.186230023701984,17.846248626708984,0.0,24,0.005263157894736842
PHerc0813__z6496_w080,PHerc0813,w080,8.18,,48.923897395531334,45.297000885009766,0.041666666666666664,24,0.9933333333333334
PHerc0813__z8288_w020,PHerc0813,w020,1.78,aprova,47.07918278376261,46.30166435241699,0.0,24,0.9800000000000001
PHerc0813__z6496_w020,PHerc0813,w020,2.21,aprova,44.34837786356608,41.0391845703125,0.0,24,0.9666666666666667
PHerc0813__z7696_w020,PHerc0813,w020,1.81,aprova,43.49035310745239,44.011030197143555,0.0,24,0.9533333333333334
PHerc0813__z7104_w100,PHerc0813,w100,9.69,,42.316978787382446,23.377723693847656,0.041666666666666664,24,0.9400000000000001
PHerc0813__z6496_w060,PHerc0813,w060,6.02,reprova,38.90256150563558,35.06340026855469,0.0,24,0.9266666666666667
PHerc0813__z13088_w060,PHerc0813,w060,5.68,,38.393608729044594,36.473350524902344,0.0,24,0.9133333333333333
PHerc0813__z12496_w040,PHerc0813,w040,3.66,,38.00162283579508,36.16623878479004,0.0,24,0.9
PHerc0813__z13088_w040,PHerc0813,w040,3.45,,37.93425480524699,39.576011657714844,0.0,24,0.8866666666666667
PHerc0813__z11296_w020,PHerc0813,w020,1.72,aprova,36.86039320627848,37.7186336517334,0.0,24,0.8733333333333334
PHerc0813__z11904_w020,PHerc0813,w020,1.75,aprova,36.7062087059021,35.90713691711426,0.0,24,0.8600000000000001
PHerc0813__z9504_w040,PHerc0813,w040,4.22,,36.138707637786865,35.92164611816406,0.0,24,0.8466666666666667
PHerc0813__z14896_w020,PHerc0813,w020,1.81,reprova,36.02826976776123,35.388824462890625,0.0,24,0.8333333333333334
PHerc0813__z5888_w020,PHerc0813,w020,2.0,,35.956949392954506,32.74433135986328,0.0,24,0.8200000000000001
PHerc0813__z11904_w040,PHerc0813,w040,3.69,,35.44777965545654,35.29644012451172,0.0,24,0.8066666666666668
PHerc0813__z12496_w060,PHerc0813,w060,5.9,,35.379745165506996,34.6431770324707,0.0,24,0.7933333333333333
PHerc0813__z7104_w020,PHerc0813,w020,2.27,aprova,35.15377235412598,34.776058197021484,0.0,24,0.78
PHerc0813__z12496_w020,PHerc0813,w020,1.73,aprova,35.109341621398926,33.48497772216797,0.0,24,0.7666666666666667
PHerc0813__z13696_w060,PHerc0813,w060,5.78,,34.30379088719686,29.548728942871094,0.0,24,0.7533333333333334
PHerc0813__z11296_w100,PHerc0813,w100,10.15,reprova,34.26326974232992,30.365943908691406,0.0,24,0.74
PHerc0813__z4704_w100,PHerc0813,w100,9.85,reprova,34.005569299062095,22.756935119628906,0.0,24,0.7266666666666667
PHerc0813__z8288_w040,PHerc0813,w040,3.67,reprova,33.83529567718506,35.46621322631836,0.0,24,0.7133333333333334
PHerc0813__z5888_w100,PHerc0813,w100,9.94,,33.474440018335976,26.303268432617188,0.0,24,0.7000000000000001
PHerc0813__z14304_w020,PHerc0813,w020,2.02,parcial,33.092403411865234,33.089698791503906,0.0,24,0.6866666666666668
PHerc0813__z13696_w040,PHerc0813,w040,3.69,,32.87288125356039,32.85798645019531,0.0,24,0.6733333333333333
PHerc0813__z14896_w060,PHerc0813,w060,5.65,,32.647258599599205,30.361255645751953,0.0,24,0.66
PHerc0813__z8288_w080,PHerc0813,w080,7.53,,32.51731459299723,25.54079818725586,0.0,24,0.6466666666666667
PHerc0813__z11296_w060,PHerc0813,w060,5.67,,32.170958518981934,32.56822204589844,0.0,24,0.6333333333333334
PHerc0813__z7696_w080,PHerc0813,w080,7.4,,31.96275456746419,19.144527435302734,0.0,24,0.62
PHerc0813__z6496_w100,PHerc0813,w100,10.01,,31.56924851735433,25.737876892089844,0.0,24,0.6066666666666667
PHerc0813__z14304_w040,PHerc0813,w040,4.1,,31.463295300801594,29.658618927001953,0.0,24,0.5933333333333334
PHerc0813__z7696_w100,PHerc0813,w100,9.29,,31.167297889788944,21.456695556640625,0.041666666666666664,24,0.5800000000000001
PHerc0813__z6496_w040,PHerc0813,w040,4.27,,31.014812151590984,30.859874725341797,0.0,24,0.5666666666666668
PHerc0813__z5888_w040,PHerc0813,w040,4.24,,30.957582473754883,30.628265380859375,0.0,24,0.5533333333333333
PHerc0813__z11904_w060,PHerc0813,w060,5.92,,30.84788163503011,31.825870513916016,0.0,24,0.54
PHerc0813__z14304_w060,PHerc0813,w060,5.98,,30.50238100687663,30.191757202148438,0.0,24,0.5266666666666667
PHerc0813__z5888_w060,PHerc0813,w060,5.86,,30.216451009114582,25.103641510009766,0.0,24,0.5133333333333334
PHerc0813__z11296_w040,PHerc0813,w040,3.71,,30.146514733632404,31.109146118164062,0.0,24,0.5
PHerc0813__z7104_w060,PHerc0813,w060,5.99,,30.069228172302246,25.04108428955078,0.0,24,0.48666666666666664
PHerc0813__z13696_w020,PHerc0813,w020,1.78,aprova,30.009413242340088,30.467222213745117,0.0,24,0.47333333333333333
PHerc0813__z14896_w040,PHerc0813,w040,3.83,,29.748284180959065,29.336566925048828,0.0,24,0.45999999999999996
PHerc0813__z8288_w100,PHerc0813,w100,9.32,,29.6088205575943,24.50061798095703,0.0,24,0.44666666666666666
PHerc0813__z13696_w080,PHerc0813,w080,7.68,,29.605189323425293,29.840648651123047,0.0,24,0.43333333333333335
PHerc0813__z5296_w060,PHerc0813,w060,6.03,,28.836357752482098,23.706825256347656,0.0,24,0.42
PHerc0813__z9504_w060,PHerc0813,w060,6.08,,28.77387809753418,30.06279754638672,0.0,24,0.4066666666666667
PHerc0813__z13088_w020,PHerc0813,w020,1.73,aprova,28.68037494023641,27.67953872680664,0.0,24,0.3933333333333333
PHerc0813__z9504_w080,PHerc0813,w080,7.93,,27.96898953119914,26.85986328125,0.0,24,0.38
PHerc0813__z11904_w100,PHerc0813,w100,9.98,reprova,27.527043342590332,28.31855010986328,0.0,24,0.36666666666666664
PHerc0813__z5296_w040,PHerc0813,w040,4.28,,27.484449068705242,25.604625701904297,0.0,24,0.35333333333333333
PHerc0813__z7696_w040,PHerc0813,w040,3.69,,27.401899337768555,27.03854751586914,0.0,24,0.33999999999999997
PHerc0813__z13088_w100,PHerc0813,w100,9.93,reprova,27.37861506144206,24.9427490234375,0.0,24,0.32666666666666666
PHerc0813__z5888_w080,PHerc0813,w080,7.75,,27.191074053446453,21.34842300415039,0.0,24,0.3133333333333333
PHerc0813__z8288_w060,PHerc0813,w060,5.57,,27.105613708496094,24.207942962646484,0.0,24,0.3
PHerc0813__z13088_w080,PHerc0813,w080,7.88,,26.595336596171062,25.117637634277344,0.0,24,0.2866666666666667
PHerc0813__z9504_w020,PHerc0813,w020,1.48,reprova,26.326329390207928,26.567113876342773,0.0,24,0.2733333333333333
PHerc0813__z5296_w080,PHerc0813,w080,7.58,,26.253210703531902,21.40020751953125,0.0,24,0.26
PHerc0813__z14304_w080,PHerc0813,w080,8.06,,26.1047846476237,25.812271118164062,0.0,24,0.24666666666666665
PHerc0813__z14304_w100,PHerc0813,w100,9.58,aprova,26.099481741587322,23.14007568359375,0.0,24,0.2333333333333333
PHerc0813__z7104_w080,PHerc0813,w080,7.73,,25.89925479888916,19.35988998413086,0.0,24,0.22
PHerc0813__z5296_w100,PHerc0813,w100,9.64,,25.896631290515263,24.154308319091797,0.041666666666666664,24,0.20666666666666667
PHerc0813__z7104_w040,PHerc0813,w040,4.17,,25.640326499938965,25.46739959716797,0.0,24,0.19333333333333333
PHerc0813__z9504_w100,PHerc0813,w100,9.79,,25.639500339825947,22.646129608154297,0.0,24,0.18
PHerc0813__z12496_w080,PHerc0813,w080,7.87,,24.800343195597332,24.43198013305664,0.0,24,0.16666666666666666
PHerc0813__z11296_w080,PHerc0813,w080,7.66,,24.675146261850994,22.820858001708984,0.0,24,0.15333333333333332
PHerc0813__z14896_w080,PHerc0813,w080,7.49,aprova,24.59102503458659,22.850738525390625,0.0,24,0.13999999999999999
PHerc0813__z14896_w100,PHerc0813,w100,9.29,,24.532012502352398,21.50591278076172,0.041666666666666664,24,0.12666666666666665
PHerc0813__z11904_w080,PHerc0813,w080,8.15,reprova,24.13379128774007,22.820030212402344,0.0,24,0.11333333333333334
PHerc0813__z7696_w060,PHerc0813,w060,5.56,,23.997953097025555,19.49383544921875,0.0,24,0.1
PHerc0813__z4704_w060,PHerc0813,w060,6.25,,23.642769813537598,22.171401977539062,0.0,24,0.08666666666666667
PHerc0813__z13696_w100,PHerc0813,w100,9.4,,22.921514828999836,23.953014373779297,0.0,24,0.07333333333333333
PHerc0813__z12496_w100,PHerc0813,w100,10.18,reprova,21.977610905965168,20.599063873291016,0.0,24,0.060000000000000005
PHerc0813__z5296_w020,PHerc0813,w020,1.41,reprova,21.945133845011394,20.461292266845703,0.0,24,0.04666666666666667
PHerc0813__z4704_w020,PHerc0813,w020,1.5,reprova,21.50555419921875,19.568767547607422,0.0,24,0.03333333333333333
PHerc0813__z4704_w080,PHerc0813,w080,8.36,,20.638609568277996,17.98163604736328,0.0,24,0.02
PHerc0813__z4704_w040,PHerc0813,w040,4.09,,20.498562494913738,18.41762924194336,0.0,24,0.006666666666666667
PHerc0826__z6528_w060,PHerc0826,w060,7.14,,35.461126963297524,33.66497039794922,0.0,24,0.8333333333333333
PHerc0826__z6528_w020,PHerc0826,w020,2.16,,35.421353022257485,34.84334182739258,0.0,24,0.5
PHerc0826__z6528_w040,PHerc0826,w040,4.83,,28.415897369384766,28.67672348022461,0.0,24,0.16666666666666666
